article_id,article_title,source_pdf,page_number,page_index,line_index,line_id,text,final_block_index,final_block_role,role_hint,active_runtime_model,runtime_action,runtime_action_confidence,runtime_emission_argmax_action,runtime_emission_argmax_confidence,runtime_score_hide_noise,runtime_score_keep,runtime_score_marginalia,shadow_model,shadow_catboost_action,shadow_catboost_confidence,shadow_prob_hide_noise,shadow_prob_keep,shadow_prob_marginalia,runtime_shadow_disagreement,review_priority,top_feature_1_name,top_feature_1_value,top_feature_1_shap,top_feature_2_name,top_feature_2_value,top_feature_2_shap,top_feature_3_name,top_feature_3_value,top_feature_3_shap,pc1,pc2,pc3,y_bottom_ratio,font_ratio_page,font_ratio_doc,below_footnote_divider,page_has_footnote_divider,doc_note_marker
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,0,p0:l0,1058,,hidden,,lm2-heuristic-fallback,hide_noise,0.998179556129,hide_noise,0.998179556129,6.0,-1.0,-1.0,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.992057376809,0.992057376809,0.004958462235,0.002984160956,false,normal,catboost_text,1058,1.801224106868,alpha_count,0.0,0.764863770273,leading_marker_type,digit_other,0.233541729742,-8.775255957059,-8.418206376937,1.278725328055,0.14069577,1.375941,1.0000005,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,1,p0:l1,VOLUME 137 FEBRUARY 2024 NUMBER 4,,hidden,noise,lm2-heuristic-fallback,hide_noise,0.165460175803,keep,0.819529615697,0.9,2.5,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.962119098864,0.962119098864,0.03624693476,0.001633966376,false,high,catboost_text,VOLUME 137 FEBRUARY 2024 NUMBER 4,1.312204791441,alpha_count,20.0,0.820319357749,uppercase_ratio,1.0,0.531380153023,1.076365624597,-6.484614366825,3.803207666064,0.8481945,1.3759413,1.0000006,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,2,p0:l2,© 2024 by The Harvard Law Review Association,,hidden,,lm2-heuristic-fallback,hide_noise,0.999994902414,hide_noise,0.999994902414,10.0,-3.5,-2.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.909490325825,0.909490325825,0.077744211055,0.01276546312,false,normal,catboost_text,© 2024 by The Harvard Law Review Association,1.013116800784,alpha_count,32.0,0.457226375678,uppercase_ratio,0.15625,0.269997048368,-3.191898753707,-6.751812154716,4.153398141509,0.7789107,0.8796999,0.63934445,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,3,p0:l3,ARTICLE,0,title,,lm2-heuristic-fallback,keep,0.863961082561,keep,0.863961082561,0.0,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.521982865797,0.474204149937,0.521982865797,0.003812984266,false,normal,catboost_text,ARTICLE,0.597353835768,alpha_count,7.0,-0.549598081393,uppercase_ratio,1.0,-0.344217462124,-0.98128370234,-14.413308210228,3.263514824502,0.7452539,1.751881,1.2732245,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,4,p0:l4,CONTRACT-WRAPPED PROPERTY,1,heading,,lm2-heuristic-fallback,keep,0.863961082561,keep,0.863961082561,0.0,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.673853249084,0.321996080456,0.673853249084,0.00415067046,false,normal,catboost_text,CONTRACT-WRAPPED PROPERTY,0.526870743728,alpha_count,23.0,-0.516843133623,uppercase_ratio,1.0,-0.365671385208,-0.396377240506,-10.807689151276,3.914618315263,0.71809095,1.5037607,1.0928967,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,5,p0:l5,Danielle D’Onfro,1,heading,,lm2-heuristic-fallback,keep,0.863961082561,keep,0.863961082561,0.0,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.610895270045,0.384897750639,0.610895270045,0.004206979317,false,normal,alpha_count,14.0,-0.544589525182,catboost_text,Danielle D’Onfro,0.533379150286,uppercase_ratio,0.21428571,-0.380579721571,-1.967329577809,-11.255984880394,3.733181422781,0.68498856,1.4436107,1.049181,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,6,p0:l6,CONTENTS,2,paragraph,noise,lm2-heuristic-fallback,keep,0.743294696344,keep,0.743294696344,0.9,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.620167373002,0.376100154005,0.620167373002,0.003732472993,false,medium,alpha_count,8.0,-0.582603129714,catboost_text,CONTENTS,0.479456087176,uppercase_ratio,1.0,-0.332045897907,-3.030423143605,-14.261926229049,3.844495228557,0.64990914,1.5037607,1.0928967,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,7,p0:l7,INTRODUCTION .......................................................................................................................... 1059,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.874162212653,0.874162212653,0.083607380648,0.042230406699,true,high,catboost_text,INTRODUCTION .......................................................................................................................... 1059,1.153549620266,alpha_count,12.0,0.585537720156,uppercase_ratio,1.0,0.300647815148,-3.10865548659,-3.850721888481,15.026549685894,0.6181726,0.98523074,0.71604174,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,8,p0:l8,I. THE PUZZLE OF EQUITABLE SERVITUDES ON CHATTELS .................................... 1064,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.848844788417,0.848844788417,0.08759425977,0.063560951813,true,high,catboost_text,I. THE PUZZLE OF EQUITABLE SERVITUDES ON CHATTELS .................................... 1064,1.196852222822,uppercase_ratio,1.0,0.320116349799,page_index_norm,0.0,0.247083469674,-2.90925057683,-4.285513590433,24.378589727676,0.6030211,0.87003297,0.6323188,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,9,p0:l9,A. Basic Servitudes on Chattels ......................................................................................... 1065,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.912018742907,0.912018742907,0.068231025752,0.019750231341,true,high,catboost_text,A. Basic Servitudes on Chattels ......................................................................................... 1065,1.1617385239,alpha_count,26.0,0.513778237606,page_index_norm,0.0,0.260991828944,-2.704304580363,-3.961989643989,28.325626821997,0.5878695,1.0,0.72677565,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,10,p0:l10,B. Equitable Servitudes Before Software ......................................................................... 1067,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.907992917519,0.907992917519,0.070124817648,0.021882264833,true,high,catboost_text,B. Equitable Servitudes Before Software ......................................................................... 1067,1.186324079345,alpha_count,34.0,0.388049237777,page_index_norm,0.0,0.269559796979,-2.660493174073,-4.32632846405,30.771520289331,0.572718,1.0000001,0.72677577,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,11,p0:l11,C. The Software Wrinkle ..................................................................................................... 1072,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.934374992797,0.934374992797,0.053463353467,0.012161653737,true,high,catboost_text,C. The Software Wrinkle ..................................................................................................... 1072,1.197457643552,alpha_count,19.0,0.553796112507,uppercase_ratio,0.21052632,0.239876560121,-3.560214135348,-5.075559724443,36.126179492996,0.5575665,1.0,0.72677565,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,12,p0:l12,II. IMPERIAL CONTRACT DOCTRINE ................................................................................. 1075,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.902689292532,0.902689292532,0.076268542496,0.021042164971,true,high,catboost_text,II. IMPERIAL CONTRACT DOCTRINE ................................................................................. 1075,1.281937043734,alpha_count,26.0,0.521601137942,uppercase_ratio,1.0,0.309865486968,-4.191482343808,-6.548696109161,35.743469437771,0.542415,0.9513101,0.691389,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,13,p0:l13,A. The Private Law Equilibrium ....................................................................................... 1076,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.928862329548,0.928862329548,0.052554460697,0.018583209754,true,high,catboost_text,A. The Private Law Equilibrium ....................................................................................... 1076,1.210016627663,alpha_count,25.0,0.527629210544,page_index_norm,0.0,0.250368775958,-3.279052547692,-4.505288427752,34.492387181118,0.52726346,1.0000001,0.7267757,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,14,p0:l14,B. Pressure in the System ................................................................................................... 1084,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.925689419133,0.925689419133,0.057292791908,0.017017788959,true,high,catboost_text,B. Pressure in the System ................................................................................................... 1084,1.228214085872,alpha_count,20.0,0.52830804946,page_index_norm,0.0,0.248803068192,-3.464165663764,-4.353740481313,34.956872656801,0.51211196,1.0,0.72677565,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,15,p0:l15,1. Making and Modifying Contracts ........................................................................... 1085,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.818235401261,0.818235401261,0.03893170327,0.142832895469,true,high,alpha_count,27.0,0.567416149886,catboost_text,1. Making and Modifying Contracts ........................................................................... 1085,0.563735844704,page_index_norm,0.0,0.230462095727,-3.800497451278,-4.14621232697,34.001065009961,0.49696046,1.0000002,0.72677577,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,16,p0:l16,2. The Decline of Private Law Case Law .................................................................. 1088,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.779678507764,0.779678507764,0.038107357238,0.182214134999,true,high,alpha_count,29.0,0.563541760742,catboost_text,2. The Decline of Private Law Case Law .................................................................. 1088,0.535227996538,page_index_norm,0.0,0.219839042741,-3.70668442363,-4.009263649706,33.65177130843,0.48180893,1.0000002,0.7267758,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,17,p0:l17,3. Firm-Friendly Terms ................................................................................................ 1092,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.834231671184,0.834231671184,0.037250134653,0.128518194163,true,high,alpha_count,17.0,0.598797148274,catboost_text,3. Firm-Friendly Terms ................................................................................................ 1092,0.590288487057,page_index_norm,0.0,0.219291497906,-4.348056772028,-4.071756499832,34.930021136022,0.46665743,1.0000001,0.7267757,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,18,p0:l18,C. Modern Servitudes Beyond Software .......................................................................... 1095,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.852476611725,0.852476611725,0.08335818967,0.064165198604,true,high,catboost_text,C. Modern Servitudes Beyond Software .......................................................................... 1095,0.621701062492,alpha_count,31.0,0.567910177517,uppercase_ratio,0.16129032,0.251570014133,-3.538084903022,-4.617631307715,35.102410411345,0.4515059,1.0000002,0.72677577,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,19,p0:l19,1. The Tamko Shingles Litigation. .............................................................................. 1095,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.749319452021,0.749319452021,0.043538610172,0.207141937807,true,high,alpha_count,26.0,0.569712339198,catboost_text,1. The Tamko Shingles Litigation. .............................................................................. 1095,0.52200307267,page_index_norm,0.0,0.230462095727,-4.103089838176,-3.85692070151,34.203387735907,0.4363544,1.0000001,0.72677577,false,false,0
057,CONTRACT-WRAPPED PROPERTY Danielle D’Onfro CONTENTS CONTRACT-WRAPPED PROPERTY Danielle D’Onfro∗,../originals/057-contract-wrapped-property.pdf,1,0,20,p0:l20,2. Oscar Statuettes. ........................................................................................................ 1103,,hidden,noise,lm2-heuristic-fallback,keep,0.553242564352,keep,0.553242564352,1.8,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.737674581307,0.737674581307,0.039439763515,0.222885655178,true,high,alpha_count,15.0,0.590441262865,catboost_text,2. Oscar Statuettes. ........................................................................................................ 1103,0.525042420335,uppercase_ratio,0.13333333,0.214039494858,-4.567367295311,-3.778349018616,35.238870167515,0.42120293,1.0,0.72677565,false,false,0
