article_id,article_title,source_pdf,page_number,page_index,line_index,line_id,text,final_block_index,final_block_role,role_hint,active_runtime_model,runtime_action,runtime_action_confidence,runtime_emission_argmax_action,runtime_emission_argmax_confidence,runtime_score_hide_noise,runtime_score_keep,runtime_score_marginalia,shadow_model,shadow_catboost_action,shadow_catboost_confidence,shadow_prob_hide_noise,shadow_prob_keep,shadow_prob_marginalia,runtime_shadow_disagreement,review_priority,top_feature_1_name,top_feature_1_value,top_feature_1_shap,top_feature_2_name,top_feature_2_value,top_feature_2_shap,top_feature_3_name,top_feature_3_value,top_feature_3_shap,pc1,pc2,pc3,y_bottom_ratio,font_ratio_page,font_ratio_doc,below_footnote_divider,page_has_footnote_divider,doc_note_marker
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,0,p0:l0,1,,hidden,,lm2-heuristic-fallback,hide_noise,0.998179556129,hide_noise,0.998179556129,6.0,-1.0,-1.0,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.991612175929,0.991612175929,0.00456865716,0.003819166911,false,normal,catboost_text,1,1.661906790949,alpha_count,0.0,0.691716245246,leading_marker_type,digit_other,0.192320122828,-7.724543467348,-14.491008741377,3.543951598769,0.1406947,1.3759401,1.0000005,false,false,0
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,1,p0:l1,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI:",0,title,,lm2-heuristic-fallback,keep,0.863961082561,keep,0.863961082561,0.0,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.632360524057,0.632360524057,0.361518156455,0.006121319488,true,medium,uppercase_ratio,1.0,0.550815648896,catboost_text,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI:",0.514243458739,alpha_count,33.0,0.500394913344,1.612894533024,-7.546427367256,4.359227859136,0.8455909,1.5037597,1.0928967,false,false,0
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,2,p0:l2,A GUIDE FOR THE PERPLEXED,1,heading,,lm2-heuristic-fallback,keep,0.863961082561,keep,0.863961082561,0.0,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.638548565381,0.638548565381,0.358506371908,0.002945062711,true,medium,catboost_text,A GUIDE FOR THE PERPLEXED,0.823964404384,alpha_count,21.0,0.707481865197,uppercase_ratio,1.0,0.463985201676,0.198429897902,-10.772739966471,4.247693693106,0.82793945,1.5037597,1.0928967,false,false,0
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,3,p0:l3,Benjamin Eidelson∗ & Deborah Hellman∗∗,1,heading,,lm2-heuristic-fallback,keep,0.863961082561,keep,0.863961082561,0.0,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.512343361156,0.482042633497,0.512343361156,0.005614005348,false,normal,alpha_count,30.0,-0.552071504415,catboost_text,Benjamin Eidelson∗ & Deborah Hellman∗∗,0.529919591173,uppercase_ratio,0.13333333,-0.413107085478,0.171887408133,-8.318822089687,4.179740923748,0.7947613,1.3937477,1.0129426,false,false,0
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,4,p0:l4,The past eighteen months have seen an unprecedented wave of,2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.973078004004,0.025177337182,0.973078004004,0.001744658814,false,normal,catboost_text,The past eighteen months have seen an unprecedented wave of,0.804394323059,font_size,10.979999,0.310924706703,uppercase_ratio,0.02,0.177454074644,3.13756560444,-3.163974342149,4.195817041024,0.7630754,1.37594,1.0000004,false,false,0
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,5,p0:l5,claims by public officials and private plaintiffs that universities are vi,2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.96504112346,0.031922466105,0.96504112346,0.003036410436,false,normal,catboost_text,claims by public officials and private plaintiffs that universities are vi,0.707044191164,font_size,10.979995,0.346690939843,uppercase_ratio,0.0,0.173155100747,3.548946918499,-2.167021856291,4.034175006754,0.74792385,1.3759395,1.0,false,false,0
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,6,p0:l6,olating their legal obligations to Jewish students under Title VI of the,2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.973023669075,0.024117192704,0.973023669075,0.002859138222,false,normal,catboost_text,olating their legal obligations to Jewish students under Title VI of the,0.749681913111,font_size,10.979996,0.328712795703,alpha_count,61.0,0.128088495081,3.526733848637,-1.883267314812,3.726158917345,0.7327723,1.3759396,1.0000001,false,false,0
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,7,p0:l7,Civil Rights Act of 1964.,2,paragraph,,lm2-heuristic-fallback,keep,0.785597034589,keep,0.785597034589,0.0,1.5,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.668958257693,0.302739567747,0.668958257693,0.02830217456,false,medium,catboost_text,Civil Rights Act of 1964.,0.682429946523,font_size,10.979998,0.506730997935,alpha_count,16.0,-0.424253274911,-2.656615565346,-5.74147403889,2.984460828468,0.71698296,1.3759398,1.0000002,false,false,0
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,8,p0:l8,1 These charges center on an equally unprece,3,paragraph,,lm2-heuristic-fallback,keep,0.224235200998,marginalia,0.551529598005,0.0,0.0,0.9,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.604371181148,0.376134973067,0.604371181148,0.019493845786,false,high,font_size,10.880004,0.377560343977,alpha_count,36.0,-0.375467806993,uppercase_ratio,0.02777778,0.110180682481,-0.660566013644,-5.351780254882,3.891640103993,0.7176209,1.3634093,0.99089336,false,false,1
047,"ANTISEMITISM, ANTI-ZIONISM, AND TITLE VI: A GUIDE FOR THE PERPLEXED Benjamin Eidelson∗ & Deborah Hellman∗∗",../originals/047-antisemitism-title-vi.pdf,1,0,9,p0:l9,"dented wave of anti-Israel and anti-Zionist activity on college campuses,",3,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.978646374797,0.018237381811,0.978646374797,0.003116243392,false,normal,catboost_text,"dented wave of anti-Israel and anti-Zionist activity on college campuses,",0.705405676185,font_size,10.979996,0.433107893963,uppercase_ratio,0.03278689,0.153832825234,3.002625911072,-1.956032807044,4.127652969416,0.7024692,1.3759396,1.0000001,false,false,0
